id,delta_real,delta_pred,DrZ_real,DrZ_pred,delta_real,delta_pred,DrZ_real,DrZ_pred,delta_real,delta_pred,DrZ_real,DrZ_pred,delta_real,delta_pred,DrZ_real,DrZ_pred,delta_real,delta_pred,DrZ_real,DrZ_pred,delta_real,delta_pred,DrZ_real,DrZ_pred,delta_real,delta_pred,DrZ_real,DrZ_pred,None,None
11,-0.12999999523162842,-0.12999999523162842,1.100000023841858,1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.14000000059604645,-0.14000000059604645,0.9599999785423279,0.9599999785423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.0,-0.0,0.8199999928474426,0.8199999928474426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.029999999329447746,0.029999999329447746,0.8199999928474426,0.8199999928474426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.1899999976158142,-0.1899999976158142,0.8500000238418579,0.8500000238418579,-0.1899999976158142,-0.1899999976158142,1.100000023841858,1.0700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.20999999344348907,0.20999999344348907,0.6499999761581421,0.6499999761581421,0.20999999344348907,0.20999999344348907,0.6499999761581421,0.6499999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.05999999865889549,-0.05999999865889549,0.8600000143051147,0.8600000143051147,-0.05999999865889549,-0.05999999865889549,0.8600000143051147,0.8600000143051147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.029999999329447746,-0.029999999329447746,0.800000011920929,0.800000011920929,-0.029999999329447746,-0.029999999329447746,0.800000011920929,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.7300000190734863,-0.23000000417232513,0.7699999809265137,0.7699999809265137,0.7300000190734863,0.7300000190734863,0.7699999809265137,0.7699999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.47999998927116394,-0.0,1.5,0.5400000214576721,-0.47999998927116394,-0.47999998927116394,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.11999999731779099,-0.07999999821186066,1.0199999809265137,1.4900000095367432,-0.11999999731779099,-0.11999999731779099,1.0199999809265137,1.0199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-0.029999999329447746,-0.05000000074505806,0.8999999761581421,0.9399999976158142,-0.029999999329447746,-0.029999999329447746,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-0.17000000178813934,0.07000000029802322,0.8799999952316284,0.8600000143051147,-0.17000000178813934,-0.17000000178813934,0.8799999952316284,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.0,0.10999999940395355,0.7099999785423279,0.9399999976158142,-0.0,-0.0,0.7099999785423279,0.7099999785423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.09000000357627869,0.029999999329447746,0.699999988079071,0.8199999928474426,0.09000000357627869,0.09000000357627869,0.699999988079071,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.12999999523162842,0.009999999776482582,0.7900000214576721,0.7300000190734863,0.12999999523162842,0.12999999523162842,0.7900000214576721,0.7900000214576721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.17000000178813934,-0.05999999865889549,0.9300000071525574,0.8100000023841858,-0.17000000178813934,-0.17000000178813934,0.9300000071525574,0.9300000071525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.28999999165534973,0.05999999865889549,0.7599999904632568,0.8700000047683716,0.28999999165534973,0.28999999165534973,0.7599999904632568,0.7599999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.3499999940395355,0.15000000596046448,1.0499999523162842,0.8199999928474426,-0.3499999940395355,-0.3499999940395355,1.0499999523162842,1.0499999523162842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.03999999910593033,0.07999999821186066,0.699999988079071,1.2000000476837158,0.03999999910593033,0.03999999910593033,0.699999988079071,0.699999988079071,0.03999999910593033,0.03999999910593033,0.9399999976158142,0.3700000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.2800000011920929,0.07999999821186066,0.7400000095367432,0.7799999713897705,0.2800000011920929,0.2800000011920929,0.7400000095367432,0.7400000095367432,0.2800000011920929,0.2800000011920929,0.7400000095367432,0.7400000095367432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-0.28999999165534973,0.05999999865889549,1.0199999809265137,0.8199999928474426,-0.28999999165534973,-0.28999999165534973,1.0199999809265137,1.0199999809265137,-0.28999999165534973,-0.28999999165534973,1.0199999809265137,1.0199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.11999999731779099,0.11999999731779099,0.7300000190734863,1.0800000429153442,0.11999999731779099,0.11999999731779099,0.7300000190734863,0.7300000190734863,0.11999999731779099,0.11999999731779099,0.7300000190734863,0.7300000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.10000000149011612,0.18000000715255737,0.8399999737739563,0.8399999737739563,0.10000000149011612,-0.10000000149011612,0.8399999737739563,0.8399999737739563,0.10000000149011612,0.10000000149011612,0.8399999737739563,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-0.20000000298023224,0.019999999552965164,0.9399999976158142,1.0199999809265137,-0.20000000298023224,0.2199999988079071,0.9399999976158142,0.7400000095367432,-0.20000000298023224,-0.20000000298023224,0.9399999976158142,0.9399999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.03999999910593033,0.05000000074505806,0.7400000095367432,0.9599999785423279,0.03999999910593033,-0.05000000074505806,0.7400000095367432,1.159999966621399,0.03999999910593033,0.03999999910593033,0.7400000095367432,0.7400000095367432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-0.029999999329447746,0.029999999329447746,0.7799999713897705,0.7900000214576721,-0.029999999329447746,-0.11999999731779099,0.7799999713897705,0.6899999976158142,-0.029999999329447746,-0.029999999329447746,0.7799999713897705,0.7799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-0.1599999964237213,-0.009999999776482582,0.75,0.8100000023841858,-0.1599999964237213,0.07000000029802322,0.75,0.6700000166893005,-0.1599999964237213,-0.1599999964237213,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.14000000059604645,0.07000000029802322,0.5899999737739563,0.7400000095367432,0.14000000059604645,0.1899999976158142,0.5899999737739563,0.8299999833106995,0.14000000059604645,0.14000000059604645,0.5899999737739563,0.5899999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.18000000715255737,-0.0,0.7300000190734863,0.6600000262260437,0.18000000715255737,0.10999999940395355,0.7300000190734863,0.7900000214576721,0.18000000715255737,0.18000000715255737,0.7300000190734863,0.7300000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-0.07000000029802322,-0.03999999910593033,0.9100000262260437,0.7300000190734863,-0.07000000029802322,0.07999999821186066,0.9100000262260437,0.8500000238418579,-0.07000000029802322,-0.07000000029802322,0.9100000262260437,0.9100000262260437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.019999999552965164,0.07000000029802322,0.8399999737739563,0.8700000047683716,0.019999999552965164,0.029999999329447746,0.8399999737739563,0.9900000095367432,0.019999999552965164,0.019999999552965164,0.8399999737739563,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.07999999821186066,0.12999999523162842,0.8600000143051147,0.9100000262260437,0.07999999821186066,0.019999999552965164,0.8600000143051147,0.8700000047683716,0.07999999821186066,0.07999999821186066,0.8600000143051147,0.8600000143051147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-0.20999999344348907,0.0,0.9300000071525574,0.9900000095367432,-0.20999999344348907,-0.23000000417232513,0.9300000071525574,0.8799999952316284,-0.20999999344348907,-0.20999999344348907,0.9300000071525574,0.9300000071525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.05000000074505806,0.019999999552965164,0.7200000286102295,0.9399999976158142,0.05000000074505806,-0.25,0.7200000286102295,0.7099999785423279,0.05000000074505806,0.05000000074505806,0.7200000286102295,0.7200000286102295,0.05000000074505806,0.05000000074505806,1.0499999523162842,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-0.07999999821186066,0.009999999776482582,0.7699999809265137,0.7400000095367432,-0.07999999821186066,-0.23000000417232513,0.7699999809265137,0.47999998927116394,-0.07999999821186066,-0.07999999821186066,0.7699999809265137,0.7699999809265137,-0.07999999821186066,-0.07999999821186066,0.7699999809265137,0.7699999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.009999999776482582,0.10000000149011612,0.6899999976158142,0.7900000214576721,0.009999999776482582,-0.3100000023841858,0.6899999976158142,0.550000011920929,0.009999999776482582,0.009999999776482582,0.6899999976158142,0.6899999976158142,0.009999999776482582,0.009999999776482582,0.6899999976158142,0.6899999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.05999999865889549,0.009999999776482582,0.7099999785423279,0.7900000214576721,0.05999999865889549,-0.23999999463558197,0.7099999785423279,0.3799999952316284,0.05999999865889549,0.05999999865889549,0.7099999785423279,0.7099999785423279,0.05999999865889549,0.05999999865889549,0.7099999785423279,0.7099999785423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,-0.20000000298023224,-0.1899999976158142,0.7699999809265137,0.4699999988079071,-0.20000000298023224,0.07000000029802322,0.7699999809265137,0.7699999809265137,-0.20000000298023224,-0.20000000298023224,0.7699999809265137,0.7699999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,-0.15000000596046448,-0.36000001430511475,0.5699999928474426,0.5899999737739563,-0.15000000596046448,0.10000000149011612,0.5699999928474426,0.8399999737739563,-0.15000000596046448,-0.15000000596046448,0.5699999928474426,0.5699999928474426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.23999999463558197,-0.20000000298023224,0.4300000071525574,0.2199999988079071,0.23999999463558197,0.27000001072883606,0.4300000071525574,0.6800000071525574,0.23999999463558197,0.23999999463558197,0.4300000071525574,0.4300000071525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,-0.14000000059604645,-0.17000000178813934,0.6700000166893005,0.23000000417232513,-0.14000000059604645,-0.05000000074505806,0.6700000166893005,0.699999988079071,-0.14000000059604645,-0.14000000059604645,0.6700000166893005,0.6700000166893005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,-0.05000000074505806,-0.27000001072883606,0.5299999713897705,0.5,-0.05000000074505806,0.23999999463558197,0.5299999713897705,0.6200000047683716,-0.05000000074505806,-0.05000000074505806,0.5299999713897705,0.5299999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,-0.05000000074505806,-0.10999999940395355,0.4699999988079071,0.25999999046325684,-0.05000000074505806,0.3199999928474426,0.4699999988079071,0.7699999809265137,-0.05000000074505806,-0.05000000074505806,0.4699999988079071,0.4699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.3499999940395355,-0.15000000596046448,0.41999998688697815,0.36000001430511475,0.3499999940395355,0.029999999329447746,0.41999998688697815,0.7900000214576721,0.3499999940395355,0.3499999940395355,0.41999998688697815,0.41999998688697815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.1599999964237213,-0.15000000596046448,0.7799999713897705,0.27000001072883606,0.1599999964237213,-0.009999999776482582,0.7799999713897705,0.44999998807907104,0.1599999964237213,0.1599999964237213,0.7799999713897705,0.7799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.10000000149011612,-0.33000001311302185,0.9300000071525574,0.6299999952316284,0.10000000149011612,0.05000000074505806,0.9300000071525574,0.7699999809265137,0.10000000149011612,0.10000000149011612,0.9300000071525574,0.9300000071525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,-0.28999999165534973,-0.28999999165534973,1.0299999713897705,0.6000000238418579,-0.28999999165534973,-0.009999999776482582,1.0299999713897705,0.9800000190734863,-0.28999999165534973,-0.28999999165534973,1.0299999713897705,1.0299999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,-0.18000000715255737,-0.1599999964237213,0.7400000095367432,0.7400000095367432,-0.18000000715255737,0.11999999731779099,0.7400000095367432,1.0199999809265137,-0.18000000715255737,-0.18000000715255737,0.7400000095367432,0.7400000095367432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,-0.019999999552965164,-0.23999999463558197,0.5600000023841858,0.5799999833106995,-0.019999999552965164,0.03999999910593033,0.5600000023841858,0.8600000143051147,-0.019999999552965164,-0.019999999552965164,0.5600000023841858,0.5600000023841858,-0.019999999552965164,-0.019999999552965164,0.4099999964237213,0.5600000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.12999999523162842,-0.20999999344348907,0.5400000214576721,0.3100000023841858,0.12999999523162842,0.05999999865889549,0.5400000214576721,0.5899999737739563,0.12999999523162842,0.12999999523162842,0.5400000214576721,0.5400000214576721,0.12999999523162842,0.12999999523162842,0.5400000214576721,0.5400000214576721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.3700000047683716,-0.2800000011920929,0.6700000166893005,0.33000001311302185,0.3700000047683716,0.0,0.6700000166893005,0.6000000238418579,0.3700000047683716,0.3700000047683716,0.6700000166893005,0.6700000166893005,0.3700000047683716,0.3700000047683716,0.6700000166893005,0.6700000166893005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.05999999865889549,0.029999999329447746,1.0399999618530273,0.38999998569488525,0.05999999865889549,0.10999999940395355,1.0399999618530273,0.6800000071525574,0.05999999865889549,0.05999999865889549,1.0399999618530273,1.0399999618530273,0.05999999865889549,0.05999999865889549,1.0399999618530273,1.0399999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.10000000149011612,1.100000023841858,1.149999976158142,0.11999999731779099,0.09000000357627869,1.100000023841858,1.100000023841858,0.11999999731779099,0.11999999731779099,1.100000023841858,1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899999976158142,0.1899999976158142,1.2300000190734863,1.2000000476837158,0.1899999976158142,-0.12999999523162842,1.2300000190734863,1.190000057220459,0.1899999976158142,0.1899999976158142,1.2300000190734863,1.2300000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05999999865889549,0.009999999776482582,1.409999966621399,1.409999966621399,-0.05999999865889549,-0.07999999821186066,1.409999966621399,1.100000023841858,-0.05999999865889549,-0.05999999865889549,1.409999966621399,1.409999966621399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05999999865889549,0.10000000149011612,1.3600000143051147,1.4299999475479126,-0.05999999865889549,-0.10000000149011612,1.3600000143051147,1.3300000429153442,-0.05999999865889549,-0.05999999865889549,1.3600000143051147,1.3600000143051147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3199999928474426,-0.019999999552965164,1.2999999523162842,1.4600000381469727,-0.3199999928474426,0.029999999329447746,1.2999999523162842,1.2599999904632568,-0.3199999928474426,-0.3199999928474426,1.2999999523162842,1.2999999523162842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.15000000596046448,0.9800000190734863,1.2799999713897705,-0.0,0.05000000074505806,0.9800000190734863,1.3300000429153442,-0.0,-0.0,0.9800000190734863,0.9800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.10000000149011612,0.9800000190734863,1.1299999952316284,0.11999999731779099,-0.25999999046325684,0.9800000190734863,1.0299999713897705,0.11999999731779099,0.11999999731779099,0.9800000190734863,0.9800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999552965164,1.100000023841858,1.0800000429153442,0.0,-0.12999999523162842,1.100000023841858,0.7200000286102295,0.0,0.0,1.100000023841858,1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3799999952316284,-0.03999999910593033,1.100000023841858,1.1299999952316284,-0.3799999952316284,-0.07000000029802322,1.100000023841858,0.9700000286102295,-0.3799999952316284,-0.3799999952316284,1.100000023841858,1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999940395355,0.05000000074505806,0.7200000286102295,1.059999942779541,0.10999999940395355,0.10999999940395355,0.7200000286102295,1.0299999713897705,0.10999999940395355,0.10999999940395355,0.7200000286102295,0.7200000286102295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18000000715255737,0.07000000029802322,0.8299999833106995,0.7699999809265137,0.18000000715255737,-0.05000000074505806,0.8299999833106995,0.8299999833106995,0.18000000715255737,0.18000000715255737,0.8299999833106995,0.8299999833106995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1899999976158142,0.0,1.0099999904632568,0.8999999761581421,-0.1899999976158142,0.07000000029802322,1.0099999904632568,0.7799999713897705,-0.1899999976158142,-0.1899999976158142,1.0099999904632568,1.0099999904632568,-0.1899999976158142,-0.1899999976158142,1.0099999904632568,1.4199999570846558,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.12999999523162842,0.8299999833106995,1.0099999904632568,0.11999999731779099,-0.05000000074505806,0.8299999833106995,1.090000033378601,0.11999999731779099,0.11999999731779099,0.8299999833106995,0.8299999833106995,0.11999999731779099,0.11999999731779099,0.8299999833106995,0.8299999833106995,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23000000417232513,0.05000000074505806,0.9399999976158142,0.9599999785423279,-0.23000000417232513,-0.10000000149011612,0.9399999976158142,0.7799999713897705,-0.23000000417232513,-0.23000000417232513,0.9399999976158142,0.9399999976158142,-0.23000000417232513,-0.23000000417232513,0.9399999976158142,0.9399999976158142,0.0,0.0,0.0,0.0,0.0,0.0
