,delta_SI,mov_avg_SI,SI_f1,Date_Map,HOST_BLAST_MOISTURE_f3,HOT_BLAST_TMP_NS_f3,NAT_GAS _INJECTION_f3,WINDRATE_f3,HIGH_PURITY_OXYGEN_f3,sec,min,hour,day,month,year,COAL_FLOW_f3,Cast_Avg_Mn_f2,Slag_Fe_f2,CNUM,Selec_Top_Gas_CO_f3,Selec_Top_Gas_CO2_f3,Selec_Top_Gas_H2_f3,Selec_Top_Gas_N2_f3,NE_Uptake_f3,SE_Uptake_f3,NW_Uptake_f3,SW_Uptake_f3,Slag_SiO2_f2,Slag_CaO_f2,Slag_MgO_f2,SNORT_VALVE_POSITION_f3,TOP_PRESS_f3,HOT_BLAST_PRESSURE_f3,Taphole_f2,HOT_METAL_TEMP_f3,cokerate_f4
734,0.09839621731629966,-0.002453590653400883,0.935729550163522,2021-10-04 14:29:00,5.481240785972222,2166.0245443819445,8151.768412104166,192.58660480347223,0.0,0,29,14,4,10,2021,0.0,0.354999989,0.209999993,3482.0,20.931252166805557,18.347168329375,4.0095759709513885,55.580901887083336,147.7778482111111,165.62817359722223,147.7469432625,163.51807452916668,39.18999863,36.40000153,10.47999954,98.33429718,19.77434665513889,36.81507991798611,3.0,2664.7074568125004,937.0
735,0.03467988623805285,0.01479053810275911,0.9704094364015748,2021-10-04 17:20:00,5.443306917006289,2165.795629918239,8456.40755136478,195.9318398037736,0.0,0,20,17,4,10,2021,0.0,0.375999987,0.159999996,3483.0,20.873508325471697,18.37832647308176,4.06395804418239,55.67159182962264,152.25276758238994,173.6926357408805,147.8596771591195,178.94647832515722,39.09999847,36.84999847,10.48999977,98.33429718,19.77513848748428,37.4688463545283,2.0,2689.836119710692,937.0
736,-0.27889725671864807,-0.027545010043971464,0.6915121796829268,2021-10-04 19:53:00,5.492474845448819,2164.303545535433,8723.42025502362,196.02728463070864,0.0,0,53,19,4,10,2021,0.0,0.372000009,0.239999995,3484.0,21.16146593795276,18.37857758149606,4.173898040141732,55.19004072826771,149.85429807007876,165.9750837559055,144.83773673700787,171.43662416220474,38.63000107,36.16999817,10.21000004,98.33429718,19.77424108102362,37.07914322456693,3.0,2699.2045367716537,937.0
737,0.06098781781707319,-0.019269271213020845,0.7524999975,2021-10-04 22:05:00,5.540408343764228,2156.971075560976,8620.483080796748,196.43077693658535,0.0,0,5,22,4,10,2021,0.0,0.340999991,0.370000005,3485.0,21.219011507154477,18.477060944552846,4.207445337203253,55.08637029406504,151.97927886666668,174.13962407235772,144.9214634804878,177.4139757878049,38.41999817,35.58000183,9.930000305,98.33429718,19.77542749959349,36.96987315609756,2.0,2725.974365,937.0
738,-0.0011352738882353108,-0.015260259512679753,0.7513647236117647,2021-10-04 00:36:00,5.564375093000001,2167.077873,8689.867693,195.530266,0.0,0,36,0,4,10,2021,0.0,0.335999995,0.189999998,3486.0,21.412247485,18.61882331,4.1459900295,55.03488368,155.76211525,193.08013895,144.69608,193.7461941,38.34999847,35.38999939,10.03999996,98.33429718,19.68736641,37.413401335,3.0,2725.974365,937.0
739,0.1444744064795398,0.007063729915552463,0.8958391300913044,2021-10-05 01:28:00,5.5893266925,2158.9596786117645,8926.07038427647,196.1140196082353,0.0,0,28,1,5,10,2021,0.0,0.35800001,0.230000004,3487.0,21.203536113941176,18.46898208170588,4.124688801188236,55.18387460094117,150.7092376864706,179.41068864294118,143.9727803247059,180.95039679058823,39.75,35.16999817,10.05000019,98.33429718,19.73856043029412,37.131574661,2.0,2698.539595335294,937.0
740,-0.023964143533612092,0.004085385462811486,0.8718749865576924,2021-10-05 03:57:00,5.557726645213044,2158.211017873913,8760.336443843478,196.2903451156522,0.0,0,57,3,5,10,2021,0.0,0.363999993,0.209999993,3488.0,21.120156958913043,18.42072555369565,4.095056921947826,55.37265570156522,152.7587416747826,180.4111428191304,142.36525149173914,189.62843875956523,39.40999985,35.88000107,10.10000038,98.33429718,19.77520391917391,36.88570718004348,3.0,2705.473896986957,937.0
741,-0.027933825792986533,0.003346947650055487,0.8439411607647058,2021-10-05 07:15:00,5.513835653769231,2163.493742240385,8748.209400423077,196.04804426442308,0.0,0,15,7,5,10,2021,0.0,0.349999994,0.25,3489.0,21.145666929615384,18.37579054432692,4.13076372548077,55.49028587701923,155.67931866923078,182.3443453798077,142.60816953942307,193.2104152903846,39.66999817,36.43999863,10.30000019,98.33429718,19.77775768663461,36.68981131269231,2.0,2744.0107419999995,937.0
742,0.10078855903709594,0.0004194842243662178,0.9447297198018018,2021-10-05 09:19:00,5.4978942090147065,2164.899627122549,8633.78944982353,196.22089711176469,0.0,0,19,9,5,10,2021,0.0,0.34799999,0.219999999,3490.0,21.591021099264708,18.13912813088235,4.179299800833333,55.21003510406863,156.690833525,180.21165132254905,142.5621218647059,189.67798900343135,35.90000153,34.18000031,9.359999657,98.33429718,19.75920462132353,37.25461120544118,3.0,2732.7978419705887,935.9423076923076
743,0.01256296303234461,0.011995934998692403,0.9572926828341464,2021-10-05 12:22:00,5.538944490360361,2164.8963478648648,8739.2701900991,196.0493840873874,0.0,0,22,12,5,10,2021,0.0,0.388000011,0.280000001,3491.0,21.123349281081083,18.15194624081081,4.225369660738739,55.51407764324325,152.2976889252252,173.86459827027028,142.46639367027026,182.04663013243243,39.22999954,35.68999863,10.06000042,98.33429718,19.758779004864863,37.01305287333333,2.0,2707.172880549549,926.0
744,-0.19789873150081305,-0.017633559883018866,0.7593939513333333,2021-10-05 14:22:00,5.587230449473171,2163.891176614634,8550.26174972195,196.16365103219516,0.0,0,22,14,5,10,2021,0.0,0.36500001,0.25,3492.0,21.242742784829268,18.27641825336585,4.241682944395122,55.351800783073166,153.52485107268294,180.888246855122,142.46218345512196,178.48511816634144,38.86999893,35.88999939,10.23999977,98.33429718,19.763289627317075,37.45299083780488,3.0,2735.314151180488,926.0
745,0.19536402452653945,-0.0015651460541702077,0.9547579758598728,2021-10-05 17:48:00,5.633234191196969,2165.3087467727278,8563.411414863636,196.4096141848485,0.0,0,48,17,5,10,2021,0.0,0.32100001,0.400000006,3493.0,21.11080516075758,18.42124093363637,4.252604336712121,55.18116733878788,156.58060257878788,186.3627892257576,142.65038631515154,187.4642077621212,38.72999954,36.22000122,10.14000034,98.33429718,19.73794999015152,37.63937735469697,2.0,2759.1617869848487,926.0
746,-0.16325796335987275,0.009998783281707325,0.7915000125,2021-10-05 19:00:00,5.700590327522293,2164.2824778152867,8624.690629375797,196.17853375477708,0.0,0,0,19,5,10,2021,0.0,0.356000006,0.680000007,3494.0,20.998674555732485,18.184086372802547,4.358463167547771,55.571020387070064,166.65871368535034,208.8403509713376,142.83017610955417,224.65908557261147,38.56000137,35.97999954,10.14999962,98.33429718,19.77527735324841,37.79301693509554,3.0,2730.002686,926.0
747,0.04590514558620684,0.00849051605862069,0.8374051580862069,2021-10-05 21:17:00,5.765357785777777,2164.8744585370373,8402.977049907407,196.58576187777777,0.0,0,17,21,5,10,2021,0.0,0.36500001,0.519999981,3495.0,21.501510146296297,18.1780271112963,4.358182901962963,55.22532566018519,178.11092939074075,199.46635566666663,143.0002911185185,222.3866346537037,39.02000046,34.56999969,9.760000229,98.33429718,19.77732087851852,37.80257186555556,2.0,2730.0026860000003,926.0
748,0.19483246692369416,0.028087290139813637,1.032237625009901,2021-10-05 00:04:00,5.783033970974138,2160.1803484310344,8501.886464327587,195.9463993344828,0.0,0,4,0,5,10,2021,0.0,0.335999995,0.189999998,3496.0,21.2908008749138,18.435164871120687,4.334460502525863,55.118060766724135,168.74892558103448,202.4261481008621,143.09801478706896,217.36458285344827,39.29000092,36.45999908,10.56999969,98.33429718,19.78461976724138,37.07331870551724,3.0,2707.963303034483,926.0
749,-0.04329533210605496,0.009310316281254161,0.988942292903846,2021-10-06 01:02:00,5.567997035985148,2164.930231089109,8402.40106770792,196.3465366089109,0.0,0,2,1,6,10,2021,0.0,0.375999987,0.209999993,3497.0,20.891132612277225,18.467803397574254,4.264452652371287,55.40989542267327,159.07343996287128,189.10291028762376,142.89130496980198,202.0202842247525,39.47999954,37.06000137,10.72000027,98.33429718,19.764676029257423,37.49398866183168,2.0,2727.818646589109,926.0
750,0.08226985411130538,0.019933716045745908,1.0712121470151514,2021-10-06 05:55:00,5.28114816948718,2164.1856895,8083.253863576923,196.2970887474359,0.0,0,55,5,6,10,2021,0.0,0.35800001,0.189999998,3499.0,20.73933625833333,18.468212176153845,4.028713627423078,55.72776629205128,161.5907948846154,201.8746816192308,142.4384091,215.83863601025644,38.41999817,36.52999878,10.22000027,98.33429718,19.78029418294872,37.42443699692308,2.0,2749.961914,926.0
751,-0.1614197202793024,0.006585126597114322,0.909792426735849,2021-10-06 07:29:00,5.303015988840909,2164.8710424015158,7953.66926540909,196.1287739727273,0.0,0,29,7,6,10,2021,0.0,0.388999999,0.189999998,3500.0,20.881141535378788,18.45781378901515,4.078699688545455,55.65040336719697,162.97720661515152,197.71281027348485,142.82625164545456,214.5583330409091,38.81999969,35.88000107,10.23999977,98.33429718,19.76693282280303,38.02244818015152,3.0,2749.961914,926.0
752,0.044736491809605594,0.000979919874365287,0.9545289185454546,2021-10-06 09:50:00,5.327799517462264,2163.598735292453,8081.114571566038,196.13163242264156,0.0,0,50,9,6,10,2021,0.0,0.351000011,0.189999998,3501.0,21.137476755,18.475732658773584,4.135350557792453,55.3147012345283,168.8619510471698,204.84833189056604,143.69615585943396,219.63712657452828,38.41999817,36.52999878,10.22000027,98.33429718,19.76532376990566,37.81250394018868,2.0,2743.9930724056603,926.0
753,-0.06307405873516891,-0.006583782302386066,0.8914548598102857,2021-10-06 13:04:00,5.395827665438017,2164.1697408842974,8070.691395768595,196.27323764710744,0.0,0,4,13,6,10,2021,0.0,0.372000009,0.25,3503.0,21.11564458380165,18.359532828429757,4.2152340410165285,55.44080935809917,166.16704865454545,202.23615691818185,145.28683857190083,213.9318725066116,39.15999985,36.22000122,10.35999966,98.33429717999998,19.78905439834711,37.53150926413223,2.0,2722.626285446281,926.0
754,0.013761933294609507,0.01458228417715619,0.9052167931048952,2021-10-06 17:57:00,5.59035908416,2164.686457504,7276.352301544,196.303466024,0.0,0,57,17,6,10,2021,0.0,0.388999999,0.150000006,3505.0,20.8340165156,18.49825741016,4.059933052744,55.66776485136,161.78368781999998,204.1060944528,144.26096441680002,213.455116164,38.97999954,35.90000153,10.43999958,98.33429718,19.78290015464,37.9961444116,2.0,2725.974365,926.0
755,0.06848405855322437,0.0018942875798246828,0.9737008516581196,2021-10-06 19:57:00,5.609103062741259,2164.74576893007,8012.181236594406,196.13256201608397,0.0,0,57,19,6,10,2021,0.0,0.370000005,0.330000013,3506.0,21.118997033426574,18.4473865772028,4.037274669671329,55.3140485941958,172.0675251825175,206.5900312839161,143.39917173356645,217.3620867783217,38.97000122,36.50999832,10.5,98.33429718,19.7893004072028,37.7764499558042,3.0,2727.3091551188813,926.0
756,-0.034666482270619636,0.014753435688749993,0.9390343693875,2021-10-06 22:50:00,5.624791007188034,2164.9448755641024,8130.638928555555,196.2420745094017,0.0,0,50,22,6,10,2021,0.0,0.398999989,0.140000001,3507.0,21.14865326094017,18.28108695333333,4.225404855700854,55.41723704658119,163.5427049777778,203.9121773982906,142.87286873589744,213.13584527863247,39.06999969,37.02000045999999,10.71000004,98.33429718,19.76043951051282,38.2452208925641,2.0,2750.0937800256406,926.0
757,0.05385529004698286,0.015548450134827595,0.9928896594344828,2021-10-07 00:40:00,5.6414437704625,2164.25796395,8414.5745874125,196.2329801475,0.0,0,40,0,7,10,2021,0.0,0.393000007,0.2399999949999999,3508.0,20.893662512062495,18.4877979836875,4.2342855465812494,55.34548819412501,160.701262558125,191.357805064375,143.126830503125,198.917724080625,38.93999863,36.40999985,10.32999992,98.33429718,19.766501144125,37.906053132875,3.0,2748.8381635937503,926.0
758,-0.08043739710784958,-0.011978536268326779,0.9124522623266332,2021-10-07 03:01:00,5.658583403841379,2163.8794509172417,8229.66052477931,196.05586957034484,0.0,0,1,3,7,10,2021,0.0,0.389999986,0.170000002,3509.0,20.89875454586207,18.44057264441379,4.200233015282758,55.36625040627586,156.80855614551726,176.63994659931035,143.42966033448278,188.0349013724138,38.08000183,36.20000076,10.26000023,98.33429718,19.736057424,38.28050865062069,2.0,2749.8217234827584,926.0
759,0.017896057740782734,-0.005859397283643009,0.930348320067416,2021-10-07 05:15:00,5.677329976567839,2165.400253316583,8368.353342477387,196.1091950356784,0.0,0,15,5,7,10,2021,0.0,0.358999997,0.430000007,3510.0,20.93615577110553,18.340549695728644,4.273179714648241,55.41615343708543,169.15946361105526,189.69585168693465,143.7532150839196,201.23827953768847,38.81999969,36.45999908,10.60999966,98.33429718,19.7648349080402,38.1203688257789,3.0,2725.602921276382,922.5862068965516
760,0.048848672084099265,-0.00920151548636362,0.9791969921515152,2021-10-07 09:00:00,5.693023781539326,2163.192770516854,8324.978736415731,196.2002922595506,0.0,0,0,9,7,10,2021,0.0,0.375999987,0.25999999,3511.0,20.95790043078652,18.28706780089888,4.290705192853933,55.51720277921349,162.99944888202248,187.6632914191011,143.98058073370785,192.73607204044944,38.91999817,36.86999893,10.60999966,98.33429718,19.78107381044944,38.4339927541573,2.0,2739.982178,921.0
761,0.1633304717550782,0.02327350371707444,1.1425274639065934,2021-10-07 13:10:00,5.717727786234848,2164.9006458106064,8537.715268075757,195.99682352727277,0.0,0,10,13,7,10,2021,0.0,0.384000003,0.07,3513.0,20.69081405219697,18.495191323333334,4.395654749393939,55.32650842272727,158.4321654469697,198.16385988636364,144.36955131136364,203.86685460984847,34.77000046,36.06000137,9.279999733,98.33429718,19.73750008310606,37.62116027727273,2.0,2739.982178,921.0
762,-0.06049830507164189,0.012750024028949692,1.0820291588349515,2021-10-07 14:34:00,5.728196543604395,2163.430294175824,8349.754853274726,196.0921635186813,0.0,0,34,14,7,10,2021,0.0,0.386000007,0.100000001,3514.0,20.866662044615385,18.651489295054944,4.300589270736264,55.182240476263736,157.14376516593407,193.78349143296705,144.36012283626374,207.82117526813187,35.5,35.97000122,9.510000229,98.33429718,19.803555748791208,37.81921846373626,3.0,2719.889073384616,921.0
763,0.20111273205694036,0.03916870310816062,1.283141890891892,2021-10-07 16:13:00,5.748261051640776,2167.2932083786404,8534.244666349514,196.2804571737864,0.0,0,13,16,7,10,2021,0.0,0.368999988,0.170000002,3515.0,20.779639610873787,18.86715529961165,4.131873099271845,55.19776519796117,162.38125480291262,198.2877116407767,144.24557960970876,214.01317921262137,35.02999878,35.25,8.890000343,98.33429718,19.78123564407767,37.47446145495146,2.0,2710.043701,921.0
764,-0.2206167310933309,0.015730836669366578,1.062525159798561,2021-10-07 17:59:00,5.791269795952703,2163.062626574324,8516.693627763512,196.31051026891893,0.0,0,59,17,7,10,2021,0.0,0.386999995,0.340000004,3516.0,20.85653623114865,18.49514807195946,4.116999091391892,55.34019840554054,170.77679045878378,206.70733677972973,144.09738192770268,216.9205766027027,34.90000153,35.79999924,9.090000153,98.33429718,19.781356881351357,37.388961982567565,3.0,2710.157031560811,921.0
