pd_index,date_f1,CNUM,LNUM_f1,SI_f1,S_f1,MN_f1,P_f1,CU_f1,NI_f1,CR_f1,MO_f1,TI_f1,HM_Temp_f1,ProbeSi_f1,Time_f1,Timestamp_f1,Compliant_eq_1_f1,C_perce_sat_f1,Before_After_f1,Good_bad_f1,date,Slag_Time_f2,Open_Time_f2,Close_Time_f2,Taphole_f2,Pipe_burn_hole_f2,Taphole_Length_f2,Clay_box_f2,Clay_Close_hole_ft3_f2,Clay_temp_f2,Drill_bit_size_f2,Drill_shafts_used_f2,Cast_Avg_Temp_f2,Cast_Avg_Si_f2,Cast_Avg_S_f2,Cast_Avg_Mn_f2,Cast_Avg_P_f2,Cast_Avg_Cu_f2,Cast_Avg_Ni_f2,Cast_Avg_Cr_f2,Cast_Avg_Mo_f2,Cast_Avg_Ti_f2,Slag_Fe_f2,Slag_SiO2_f2,Slag_Al2O3_f2,Slag_CaO_f2,Slag_MgO_f2,Slag_S_f2,Slag_K2O_f2,Slag_B_SiO2_f2,Slag_TiO2_f2
307,44417,2903,159,0.896000028,0.030999999,0.501999974,0.071999997,0.003,0.016000001,0.046999998,0.002,0.028999999,2728,,0.668055556,44417.66806,1.0,4.849995992,B,0.0,8/9/2021 0:00,15:00,14:20,17:20,2,1,11.0,677,2.5,155,2.25,1,2714,0.866999984,0.035,0.488999993,0.071000002,0.003,0.017999999,0.045000002,0.002,0.028000001,0.050000001,39.31999969,6.159999847,37.90000153,10.38000011,0.930000007,0.860000014,1.230000019,0.389999986
308,44417,2903,171,0.843999982,0.025,0.486999989,0.07,0.003,0.021,0.045000002,0.002,0.027000001,2755,,0.689583333,44417.68958,1.0,4.907306005,B,0.0,8/9/2021 0:00,15:00,14:20,17:20,2,1,11.0,677,2.5,155,2.25,1,2714,0.866999984,0.035,0.488999993,0.071000002,0.003,0.017999999,0.045000002,0.002,0.028000001,0.050000001,39.31999969,6.159999847,37.90000153,10.38000011,0.930000007,0.860000014,1.230000019,0.389999986
309,44417,2903,152,0.939999998,0.028999999,0.54400003,0.072999999,0.003,0.021,0.045000002,0.002,0.030999999,2760,,0.71875,44417.71875,1.0,4.884262002,B,0.0,8/9/2021 0:00,15:00,14:20,17:20,2,1,11.0,677,2.5,155,2.25,1,2714,0.866999984,0.035,0.488999993,0.071000002,0.003,0.017999999,0.045000002,0.002,0.028000001,0.050000001,39.31999969,6.159999847,37.90000153,10.38000011,0.930000007,0.860000014,1.230000019,0.389999986
310,44417,2904,142,0.832000017,0.035,0.5,0.071999997,0.003,0.015,0.046999998,0.002,0.027000001,2648,,0.743055556,44417.74306,1.0,4.752529996,B,0.0,8/9/2021 0:00,17:19,17:15,19:27,1,0,10.69999981,675,3.75,160,2.119999886,1,2694,0.842999995,0.035999998,0.488000005,0.071999997,0.003,0.016000001,0.046,0.002,0.026000001,0.189999998,39.22000122,6.599999905,38.34999847,10.39000034,0.980000019,0.409999996,1.24000001,0.379999995
311,44417,2904,138,0.842999995,0.037,0.479000002,0.071000002,0.003,0.017000001,0.046,0.002,0.026000001,2679,,0.763888889,44417.76389,1.0,4.794322001,B,0.0,8/9/2021 0:00,17:19,17:15,19:27,1,0,10.69999981,675,3.75,160,2.119999886,1,2694,0.842999995,0.035999998,0.488000005,0.071999997,0.003,0.016000001,0.046,0.002,0.026000001,0.189999998,39.22000122,6.599999905,38.34999847,10.39000034,0.980000019,0.409999996,1.24000001,0.379999995
312,44417,2904,150,0.890999973,0.030999999,0.495000005,0.072999999,0.003,0.016000001,0.046,0.002,0.028000001,2741,,0.7875,44417.7875,1.0,4.869010009,B,0.0,8/9/2021 0:00,17:19,17:15,19:27,1,0,10.69999981,675,3.75,160,2.119999886,1,2694,0.842999995,0.035999998,0.488000005,0.071999997,0.003,0.016000001,0.046,0.002,0.026000001,0.189999998,39.22000122,6.599999905,38.34999847,10.39000034,0.980000019,0.409999996,1.24000001,0.379999995
313,44417,2904,121,0.805999994,0.041999999,0.477999985,0.07,0.003,0.017000001,0.046,0.002,0.023,2711,,0.806944444,44417.80694,1.0,4.847784001,B,0.0,8/9/2021 0:00,17:19,17:15,19:27,1,0,10.69999981,675,3.75,160,2.119999886,1,2694,0.842999995,0.035999998,0.488000005,0.071999997,0.003,0.016000001,0.046,0.002,0.026000001,0.189999998,39.22000122,6.599999905,38.34999847,10.39000034,0.980000019,0.409999996,1.24000001,0.379999995
314,44417,2905,140,0.91900003,0.035,0.460000008,0.072999999,0.003,0.021,0.046999998,0.002,0.028999999,2695,,0.831944444,44417.83194,1.0,4.790929991,B,0.0,8/9/2021 0:00,19:33,19:26,21:58,2,0,10.69999981,677,2.75999999,168,2.25,1,2718,0.871999979,0.030999999,0.476000011,0.071999997,0.003,0.017000001,0.046999998,0.002,0.027000001,0.050000001,38.90000153,6.050000191,37.29000092,10.14999962,0.910000026,0.920000017,1.220000029,0.379999995
315,44417,2905,159,0.913999975,0.026000001,0.508000016,0.075999998,0.003,0.017000001,0.048,0.002,0.028999999,2721,,0.854861111,44417.85486,1.0,4.834984009,B,0.0,8/9/2021 0:00,19:33,19:26,21:58,2,0,10.69999981,677,2.75999999,168,2.25,1,2718,0.871999979,0.030999999,0.476000011,0.071999997,0.003,0.017000001,0.046999998,0.002,0.027000001,0.050000001,38.90000153,6.050000191,37.29000092,10.14999962,0.910000026,0.920000017,1.220000029,0.379999995
316,44417,2905,158,0.783999979,0.030999999,0.460000008,0.068000004,0.003,0.013,0.046,0.002,0.023,2740,,0.874305556,44417.87431,1.0,4.900280006,B,0.0,8/9/2021 0:00,19:33,19:26,21:58,2,0,10.69999981,677,2.75999999,168,2.25,1,2718,0.871999979,0.030999999,0.476000011,0.071999997,0.003,0.017000001,0.046999998,0.002,0.027000001,0.050000001,38.90000153,6.050000191,37.29000092,10.14999962,0.910000026,0.920000017,1.220000029,0.379999995
317,44417,2906,153,0.901000023,0.039000001,0.48300001,0.071999997,0.003,0.018999999,0.046,0.002,0.028000001,2715,,0.951388889,44417.95139,1.0,4.826723994,B,0.0,8/9/2021 0:00,21:57,21:55,01:18,1,0,10.30000019,675,3.75,170,2.130000114,1,2723,0.907999992,0.035999998,0.503000021,0.071999997,0.003,0.017999999,0.046,0.002,0.028000001,0.449999988,38.34000015,6.320000172,37.90000153,9.920000076,0.99000001,0.340000004,1.25,0.400000006
318,44417,2906,155,0.85799998,0.037999999,0.499000013,0.071999997,0.003,0.015,0.046,0.002,0.028000001,2720,,0.972222222,44417.97222,1.0,4.846042008,B,0.0,8/9/2021 0:00,21:57,21:55,01:18,1,0,10.30000019,675,3.75,170,2.130000114,1,2723,0.907999992,0.035999998,0.503000021,0.071999997,0.003,0.017999999,0.046,0.002,0.028000001,0.449999988,38.34000015,6.320000172,37.90000153,9.920000076,0.99000001,0.340000004,1.25,0.400000006
319,44418,2906,150,0.890999973,0.037,0.510999978,0.071999997,0.003,0.021,0.046999998,0.002,0.026000001,2727,,0.004861111,44418.00486,1.0,4.846828009,B,0.0,8/9/2021 0:00,21:57,21:55,01:18,1,0,10.30000019,675,3.75,170,2.130000114,1,2723,0.907999992,0.035999998,0.503000021,0.071999997,0.003,0.017999999,0.046,0.002,0.028000001,0.449999988,38.34000015,6.320000172,37.90000153,9.920000076,0.99000001,0.340000004,1.25,0.400000006
320,44418,2906,147,0.981000006,0.032000002,0.518000007,0.071999997,0.003,0.015,0.046,0.002,0.028999999,2731,,0.026388889,44418.02639,1.0,4.826263999,B,0.0,8/9/2021 0:00,21:57,21:55,01:18,1,0,10.30000019,675,3.75,170,2.130000114,1,2723,0.907999992,0.035999998,0.503000021,0.071999997,0.003,0.017999999,0.046,0.002,0.028000001,0.449999988,38.34000015,6.320000172,37.90000153,9.920000076,0.99000001,0.340000004,1.25,0.400000006
321,44418,2907,192,1.0,0.035999998,0.490999997,0.072999999,0.003,0.021,0.046,0.002,0.029999999,2601,,0.072916667,44418.07292,1.0,4.632648001,B,0.0,8/10/2021 0:00,01:15,01:10,03:44,2,1,10.80000019,677,2.25,153,2.25,2,2703,1.014000058,0.029999999,0.518999994,0.074000001,0.003,0.02,0.046999998,0.002,0.032000002,0.050000001,38.33000183,5.860000134,37.22000122,9.920000076,0.879999995,0.910000026,1.230000019,0.379999995
322,44418,2907,171,0.958999991,0.024,0.519999981,0.072999999,0.003,0.021,0.046999998,0.002,0.030999999,2702,,0.094444444,44418.09444,1.0,4.794890002,B,0.0,8/10/2021 0:00,01:15,01:10,03:44,2,1,10.80000019,677,2.25,153,2.25,2,2703,1.014000058,0.029999999,0.518999994,0.074000001,0.003,0.02,0.046999998,0.002,0.032000002,0.050000001,38.33000183,5.860000134,37.22000122,9.920000076,0.879999995,0.910000026,1.230000019,0.379999995
323,44418,2907,190,0.917999983,0.030999999,0.512000024,0.075000003,0.003,0.018999999,0.048999999,0.002,0.029999999,2745,,0.117361111,44418.11736,1.0,4.865596005,B,0.0,8/10/2021 0:00,01:15,01:10,03:44,2,1,10.80000019,677,2.25,153,2.25,2,2703,1.014000058,0.029999999,0.518999994,0.074000001,0.003,0.02,0.046999998,0.002,0.032000002,0.050000001,38.33000183,5.860000134,37.22000122,9.920000076,0.879999995,0.910000026,1.230000019,0.379999995
324,44418,2907,150,1.177000046,0.027000001,0.55400002,0.074000001,0.003,0.02,0.046,0.002,0.037,2766,,0.154166667,44418.15417,,4.819251986,B,0.0,8/10/2021 0:00,01:15,01:10,03:44,2,1,10.80000019,677,2.25,153,2.25,2,2703,1.014000058,0.029999999,0.518999994,0.074000001,0.003,0.02,0.046999998,0.002,0.032000002,0.050000001,38.33000183,5.860000134,37.22000122,9.920000076,0.879999995,0.910000026,1.230000019,0.379999995
325,44418,2908,159,1.330000043,0.02,0.561999977,0.077,0.003,0.018999999,0.046,0.002,0.045000002,2771,,0.179166667,44418.17917,,4.781565986,B,0.0,8/10/2021 0:00,03:40,03:37,05:38,1,0,11.0,665,0.0,180,2.130000114,1,2773,1.25999999,0.022,0.540000021,0.075999998,0.003,0.018999999,0.046,0.002,0.043000001,0.150000006,37.27000046,6.710000038,39.70999908,10.25,1.200000048,0.170000002,1.340000033,0.289999992
326,44418,2908,121,1.190000057,0.024,0.518999994,0.074000001,0.003,0.017999999,0.046,0.002,0.041000001,2798,,0.200694444,44418.20069,,4.861701982,B,0.0,8/10/2021 0:00,03:40,03:37,05:38,1,0,11.0,665,0.0,180,2.130000114,1,2773,1.25999999,0.022,0.540000021,0.075999998,0.003,0.018999999,0.046,0.002,0.043000001,0.150000006,37.27000046,6.710000038,39.70999908,10.25,1.200000048,0.170000002,1.340000033,0.289999992
327,44418,2908,158,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750,,0.234722222,44418.23472,,5.1807,B,1.0,8/10/2021 0:00,03:40,03:37,05:38,1,0,11.0,665,0.0,180,2.130000114,1,2773,1.25999999,0.022,0.540000021,0.075999998,0.003,0.018999999,0.046,0.002,0.043000001,0.150000006,37.27000046,6.710000038,39.70999908,10.25,1.200000048,0.170000002,1.340000033,0.289999992
328,44418,2909,140,1.264000058,0.02,0.551999986,0.075999998,0.003,0.017000001,0.046999998,0.002,0.044,2734,,0.222916667,44418.22292,,4.748105983,B,0.0,8/10/2021 0:00,05:01,04:46,05:38,2,0,11.10000038,667,1.0,186,2.5,1,2734,1.264000058,0.02,0.551999986,0.075999998,0.003,0.017000001,0.046999998,0.002,0.044,0.050000001,38.95000076,6.230000019,37.58000183,10.09000015,0.910000026,0.920000017,1.220000029,0.379999995
329,44420,2910,152,1.506000042,0.037999999,0.481999993,0.075000003,0.003,0.017999999,0.039999999,0.002,0.039000001,2657,,0.0125,44420.0125,,4.553745986,B,0.0,8/12/2021 0:00,20:03,19:17,01:13,1,2,10.5,REST,1.0,150,2.130000114,2,2572,1.488999963,0.046999998,0.458000004,0.075000003,0.003,0.017000001,0.041000001,0.002,0.037,0.469999999,38.54999924,10.10999966,33.95999908,9.300000191,0.99000001,0.469999999,1.120000005,0.479999989
330,44420,2910,154,1.559000015,0.033,0.48300001,0.071999997,0.003,0.018999999,0.037999999,0.002,0.039000001,2675,,0.0375,44420.0375,,4.566033997,B,0.0,8/12/2021 0:00,20:03,19:17,01:13,1,2,10.5,REST,1.0,150,2.130000114,2,2572,1.488999963,0.046999998,0.458000004,0.075000003,0.003,0.017000001,0.041000001,0.002,0.037,0.469999999,38.54999924,10.10999966,33.95999908,9.300000191,0.99000001,0.469999999,1.120000005,0.479999989
331,44420,2910,121,1.582000017,0.054000001,0.463,0.077,0.003,0.021,0.041999999,0.002,0.039000001,2421,,0.854166667,44420.85417,,4.185923994,B,0.0,8/12/2021 0:00,20:03,19:17,01:13,1,2,10.5,REST,1.0,150,2.130000114,2,2572,1.488999963,0.046999998,0.458000004,0.075000003,0.003,0.017000001,0.041000001,0.002,0.037,0.469999999,38.54999924,10.10999966,33.95999908,9.300000191,0.99000001,0.469999999,1.120000005,0.479999989
332,44420,2910,146,1.508000016,0.059,0.444000006,0.075000003,0.003,0.017000001,0.043000001,0.002,0.037999999,2531,,0.8875,44420.8875,,4.363761994,B,0.0,8/12/2021 0:00,20:03,19:17,01:13,1,2,10.5,REST,1.0,150,2.130000114,2,2572,1.488999963,0.046999998,0.458000004,0.075000003,0.003,0.017000001,0.041000001,0.002,0.037,0.469999999,38.54999924,10.10999966,33.95999908,9.300000191,0.99000001,0.469999999,1.120000005,0.479999989
333,44420,2910,183,1.291000009,0.052000001,0.419999987,0.074000001,0.003,0.011,0.041000001,0.002,0.030999999,2576,,0.931944444,44420.93194,,4.497739996,B,0.0,8/12/2021 0:00,20:03,19:17,01:13,1,2,10.5,REST,1.0,150,2.130000114,2,2572,1.488999963,0.046999998,0.458000004,0.075000003,0.003,0.017000001,0.041000001,0.002,0.037,0.469999999,38.54999924,10.10999966,33.95999908,9.300000191,0.99000001,0.469999999,1.120000005,0.479999989
334,44421,2911,140,1.753000021,0.034000002,0.518999994,0.072999999,0.003,0.02,0.041000001,0.002,0.048,2568,,0.1,44421.1,,4.354541993,B,0.0,8/13/2021 0:00,01:57,01:12,04:34,3,0,10.10000038,20,3.0,158,2.25,1,2634,1.838000059,0.030999999,0.504999995,0.075000003,0.003,0.017000001,0.039999999,0.002,0.048999999,0.050000001,38.86999893,7.489999771,37.16999817,10.57999992,1.169999957,0.50999999,1.230000019,0.340000004
335,44421,2911,138,2.007999897,0.027000001,0.526000023,0.077,0.003,0.015,0.041000001,0.002,0.055,2630,,0.121527778,44421.12153,,4.364548032,B,0.0,8/13/2021 0:00,01:57,01:12,04:34,3,0,10.10000038,20,3.0,158,2.25,1,2634,1.838000059,0.030999999,0.504999995,0.075000003,0.003,0.017000001,0.039999999,0.002,0.048999999,0.050000001,38.86999893,7.489999771,37.16999817,10.57999992,1.169999957,0.50999999,1.230000019,0.340000004
336,44421,2911,183,1.753000021,0.030999999,0.470999986,0.075999998,0.003,0.017000001,0.039000001,0.002,0.045000002,2704,,0.176388889,44421.17639,,4.546157994,B,0.0,8/13/2021 0:00,01:57,01:12,04:34,3,0,10.10000038,20,3.0,158,2.25,1,2634,1.838000059,0.030999999,0.504999995,0.075000003,0.003,0.017000001,0.039999999,0.002,0.048999999,0.050000001,38.86999893,7.489999771,37.16999817,10.57999992,1.169999957,0.50999999,1.230000019,0.340000004
337,44421,2912,147,1.784000039,0.041000001,0.532000005,0.082000002,0.003,0.016000001,0.041999999,0.002,0.048999999,2709,,0.220833333,44421.22083,,4.539985987,B,0.0,8/13/2021 0:00,04:34,04:32,06:41,1,0,10.0,REST,4.25,170,2.130000114,1,2718,1.822000027,0.035999998,0.52700001,0.082999997,0.003,0.015,0.041999999,0.002,0.050999999,0.050000001,37.49000168,7.460000038,40.31999969,10.51000023,1.220000029,0.159999996,1.360000014,0.289999992
338,44421,2912,145,1.860999942,0.029999999,0.521000028,0.082999997,0.003,0.013,0.041999999,0.002,0.052000001,2728,,0.251388889,44421.25139,,4.54814802,B,0.0,8/13/2021 0:00,04:34,04:32,06:41,1,0,10.0,REST,4.25,170,2.130000114,1,2718,1.822000027,0.035999998,0.52700001,0.082999997,0.003,0.015,0.041999999,0.002,0.050999999,0.050000001,37.49000168,7.460000038,40.31999969,10.51000023,1.220000029,0.159999996,1.360000014,0.289999992
339,44421,2913,157,1.172000051,0.043000001,0.423999995,0.071000002,0.003,0.015,0.039999999,0.002,0.030999999,2667,,0.301388889,44421.30139,,4.670401983,B,0.0,8/13/2021 0:00,06:42,06:37,08:42,3,0,11.69999981,637,2.470000029,171,2.25,1,2684,1.062999964,0.039000001,0.449000001,0.07,0.003,0.016000001,0.041999999,0.002,0.028999999,0.079999998,37.22000122,7.460000038,37.43000031,10.52000046,1.25,0.389999986,1.289999962,0.300000012
340,44421,2913,140,1.131000042,0.033,0.476999998,0.071999997,0.003,0.017000001,0.041999999,0.002,0.032000002,2714,,0.331944444,44421.33194,,4.755085988,B,0.0,8/13/2021 0:00,06:42,06:37,08:42,3,0,11.69999981,637,2.470000029,171,2.25,1,2684,1.062999964,0.039000001,0.449000001,0.07,0.003,0.016000001,0.041999999,0.002,0.028999999,0.079999998,37.22000122,7.460000038,37.43000031,10.52000046,1.25,0.389999986,1.289999962,0.300000012
341,44421,2913,191,0.941999972,0.041000001,0.453999996,0.071000002,0.003,0.017999999,0.044,0.002,0.026000001,2712,,0.346527778,44421.34653,1.0,4.807592007,B,0.0,8/13/2021 0:00,06:42,06:37,08:42,3,0,11.69999981,637,2.470000029,171,2.25,1,2684,1.062999964,0.039000001,0.449000001,0.07,0.003,0.016000001,0.041999999,0.002,0.028999999,0.079999998,37.22000122,7.460000038,37.43000031,10.52000046,1.25,0.389999986,1.289999962,0.300000012
342,44421,2913,138,1.008000016,0.039999999,0.43900001,0.067000002,0.003,0.013,0.041000001,0.002,0.027000001,2645,,0.3625,44421.3625,,4.693341995,B,0.0,8/13/2021 0:00,06:42,06:37,08:42,3,0,11.69999981,637,2.470000029,171,2.25,1,2684,1.062999964,0.039000001,0.449000001,0.07,0.003,0.016000001,0.041999999,0.002,0.028999999,0.079999998,37.22000122,7.460000038,37.43000031,10.52000046,1.25,0.389999986,1.289999962,0.300000012
343,44421,2914,121,0.92900002,0.041000001,0.479999989,0.071000002,0.003,0.02,0.044,0.002,0.028000001,2692,,0.385416667,44421.38542,1.0,4.784079992,B,0.0,8/13/2021 0:00,08:39,08:35,10:47,1,0,12.0,665,2.5,155,2.119999886,1,2708,0.912,0.041000001,0.47299999,0.071999997,0.003,0.017999999,0.044,0.002,0.028000001,0.119999997,37.84999847,7.900000095,35.86999893,10.02999973,1.090000033,0.340000004,1.210000038,0.379999995
344,44421,2914,161,0.894999981,0.041000001,0.465999991,0.071999997,0.003,0.015,0.044,0.002,0.028000001,2706,,0.400694444,44421.40069,1.0,4.814458006,B,0.0,8/13/2021 0:00,08:39,08:35,10:47,1,0,12.0,665,2.5,155,2.119999886,1,2708,0.912,0.041000001,0.47299999,0.071999997,0.003,0.017999999,0.044,0.002,0.028000001,0.119999997,37.84999847,7.900000095,35.86999893,10.02999973,1.090000033,0.340000004,1.210000038,0.379999995
345,44421,2914,142,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2737,,0.430555556,44421.43056,,5.16271,B,1.0,8/13/2021 0:00,08:39,08:35,10:47,1,0,12.0,665,2.5,155,2.119999886,1,2708,0.912,0.041000001,0.47299999,0.071999997,0.003,0.017999999,0.044,0.002,0.028000001,0.119999997,37.84999847,7.900000095,35.86999893,10.02999973,1.090000033,0.340000004,1.210000038,0.379999995
346,44421,2914,146,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700,,0.445138889,44421.44514,,5.10874,B,1.0,8/13/2021 0:00,08:39,08:35,10:47,1,0,12.0,665,2.5,155,2.119999886,1,2708,0.912,0.041000001,0.47299999,0.071999997,0.003,0.017999999,0.044,0.002,0.028000001,0.119999997,37.84999847,7.900000095,35.86999893,10.02999973,1.090000033,0.340000004,1.210000038,0.379999995
347,44421,2915,192,1.072999954,0.023,0.555999994,0.075000003,0.003,0.017999999,0.045000002,0.002,0.039999999,2655,,0.495833333,44421.49583,,4.693478013,B,0.0,8/13/2021 0:00,10:44,10:39,13:59,3,0,10.30000019,637,2.480000019,141,2.25,1,2703,0.976999998,0.028000001,0.507000029,0.071999997,0.003,0.018999999,0.045000002,0.002,0.033,0.050000001,38.02000046,7.210000038,36.24000168,10.53999996,1.129999995,0.5,1.230000019,0.340000004
348,44421,2915,158,0.985000014,0.033,0.48300001,0.071999997,0.003,0.018999999,0.043000001,0.002,0.032000002,2706,,0.519444444,44421.51944,1.0,4.790233997,B,0.0,8/13/2021 0:00,10:44,10:39,13:59,3,0,10.30000019,637,2.480000019,141,2.25,1,2703,0.976999998,0.028000001,0.507000029,0.071999997,0.003,0.018999999,0.045000002,0.002,0.033,0.050000001,38.02000046,7.210000038,36.24000168,10.53999996,1.129999995,0.5,1.230000019,0.340000004
349,44421,2915,182,0.948000014,0.027000001,0.488000005,0.071999997,0.003,0.017999999,0.044,0.002,0.032000002,2725,,0.531944444,44421.53194,1.0,4.829943997,B,0.0,8/13/2021 0:00,10:44,10:39,13:59,3,0,10.30000019,637,2.480000019,141,2.25,1,2703,0.976999998,0.028000001,0.507000029,0.071999997,0.003,0.018999999,0.045000002,0.002,0.033,0.050000001,38.02000046,7.210000038,36.24000168,10.53999996,1.129999995,0.5,1.230000019,0.340000004
350,44421,2915,194,0.90200001,0.028000001,0.499000013,0.07,0.003,0.018999999,0.046,0.002,0.028000001,2727,,0.55625,44421.55625,1.0,4.847341997,B,0.0,8/13/2021 0:00,10:44,10:39,13:59,3,0,10.30000019,637,2.480000019,141,2.25,1,2703,0.976999998,0.028000001,0.507000029,0.071999997,0.003,0.018999999,0.045000002,0.002,0.033,0.050000001,38.02000046,7.210000038,36.24000168,10.53999996,1.129999995,0.5,1.230000019,0.340000004
351,44421,2916,155,0.913999975,0.035,0.469999999,0.07,0.003,0.02,0.041999999,0.002,0.029999999,2705,,0.615277778,44421.61528,1.0,4.809170008,B,0.0,8/13/2021 0:00,13:55,13:51,17:03,1,2,10.0,665,3.950000048,162,2.130000114,1,2719,0.875,0.037,0.467000008,0.068999998,0.003,0.017000001,0.041999999,0.002,0.028000001,0.109999999,37.86999893,7.849999905,35.91999817,10.15999985,1.080000043,0.340000004,1.220000029,0.379999995
352,44421,2916,120,1.014000058,0.037,0.500999987,0.07,0.003,0.018999999,0.041999999,0.002,0.032000002,2735,,0.638888889,44421.63889,,4.821927981,B,0.0,8/13/2021 0:00,13:55,13:51,17:03,1,2,10.0,665,3.950000048,162,2.130000114,1,2719,0.875,0.037,0.467000008,0.068999998,0.003,0.017000001,0.041999999,0.002,0.028000001,0.109999999,37.86999893,7.849999905,35.91999817,10.15999985,1.080000043,0.340000004,1.220000029,0.379999995
353,44421,2916,149,0.908999979,0.032000002,0.493999988,0.071000002,0.003,0.015,0.044,0.002,0.028999999,2708,,0.665277778,44421.66528,1.0,4.817402005,B,0.0,8/13/2021 0:00,13:55,13:51,17:03,1,2,10.0,665,3.950000048,162,2.130000114,1,2719,0.875,0.037,0.467000008,0.068999998,0.003,0.017000001,0.041999999,0.002,0.028000001,0.109999999,37.86999893,7.849999905,35.91999817,10.15999985,1.080000043,0.340000004,1.220000029,0.379999995
354,44421,2916,154,0.754000008,0.041999999,0.446999997,0.067000002,0.003,0.017999999,0.041999999,0.002,0.024,2724,,0.684027778,44421.68403,1.0,4.884585997,B,0.0,8/13/2021 0:00,13:55,13:51,17:03,1,2,10.0,665,3.950000048,162,2.130000114,1,2719,0.875,0.037,0.467000008,0.068999998,0.003,0.017000001,0.041999999,0.002,0.028000001,0.109999999,37.86999893,7.849999905,35.91999817,10.15999985,1.080000043,0.340000004,1.220000029,0.379999995
355,44421,2916,152,0.782999992,0.039999999,0.421000004,0.068000004,0.003,0.014,0.041999999,0.002,0.024,2723,,0.697222222,44421.69722,1.0,4.872768002,B,0.0,8/13/2021 0:00,13:55,13:51,17:03,1,2,10.0,665,3.950000048,162,2.130000114,1,2719,0.875,0.037,0.467000008,0.068999998,0.003,0.017000001,0.041999999,0.002,0.028000001,0.109999999,37.86999893,7.849999905,35.91999817,10.15999985,1.080000043,0.340000004,1.220000029,0.379999995
356,44421,2917,151,0.841000021,0.041999999,0.437000006,0.071000002,0.003,0.017999999,0.044,0.002,0.026000001,2697,,0.738194444,44421.73819,1.0,4.817465993,B,0.0,8/13/2021 0:00,18:11,16:55,19:40,3,0,11.89999962,637,1.090000033,189,2.25,1,2701,0.875999987,0.035,0.472000003,0.072999999,0.003,0.016000001,0.044,0.002,0.028000001,0.050000001,39.25,7.400000095,36.77000046,10.60000038,1.149999976,0.560000002,1.210000038,0.340000004
357,44421,2917,132,0.800000012,0.032000002,0.479000002,0.071999997,0.003,0.012,0.041999999,0.002,0.026000001,2716,,0.770833333,44421.77083,1.0,4.860721997,B,0.0,8/13/2021 0:00,18:11,16:55,19:40,3,0,11.89999962,637,1.090000033,189,2.25,1,2701,0.875999987,0.035,0.472000003,0.072999999,0.003,0.016000001,0.044,0.002,0.028000001,0.050000001,39.25,7.400000095,36.77000046,10.60000038,1.149999976,0.560000002,1.210000038,0.340000004
358,44421,2917,190,0.987999976,0.030999999,0.500999987,0.075999998,0.003,0.017999999,0.045000002,0.002,0.033,2692,,0.804861111,44421.80486,1.0,4.768728008,B,0.0,8/13/2021 0:00,18:11,16:55,19:40,3,0,11.89999962,637,1.090000033,189,2.25,1,2701,0.875999987,0.035,0.472000003,0.072999999,0.003,0.016000001,0.044,0.002,0.028000001,0.050000001,39.25,7.400000095,36.77000046,10.60000038,1.149999976,0.560000002,1.210000038,0.340000004
359,44421,2919,142,0.91900003,0.030999999,0.477999985,0.072999999,0.003,0.021,0.043000001,0.002,0.029999999,2726,,0.839583333,44421.83958,1.0,4.839293991,B,0.0,8/13/2021 0:00,20:20,19:56,21:46,3,0,10.5,637,3.0,210,2.5,1,2725,0.816999972,0.032000002,0.474000007,0.071999997,0.003,0.017000001,0.044,0.002,0.027000001,0.050000001,38.59999847,6.960000038,37.91999817,10.77000046,1.070000052,0.600000024,1.25999999,0.370000005
360,44421,2919,149,0.777999997,0.032000002,0.469000012,0.07,0.003,0.013,0.043000001,0.002,0.024,2723,,0.865277778,44421.86528,1.0,4.878202001,B,0.0,8/13/2021 0:00,20:20,19:56,21:46,3,0,10.5,637,3.0,210,2.5,1,2725,0.816999972,0.032000002,0.474000007,0.071999997,0.003,0.017000001,0.044,0.002,0.027000001,0.050000001,38.59999847,6.960000038,37.91999817,10.77000046,1.070000052,0.600000024,1.25999999,0.370000005
361,44421,2919,182,0.741999984,0.034000002,0.474000007,0.071000002,0.003,0.017000001,0.046,0.002,0.025,2727,,0.885416667,44421.88542,1.0,4.893512004,B,0.0,8/13/2021 0:00,20:20,19:56,21:46,3,0,10.5,637,3.0,210,2.5,1,2725,0.816999972,0.032000002,0.474000007,0.071999997,0.003,0.017000001,0.044,0.002,0.027000001,0.050000001,38.59999847,6.960000038,37.91999817,10.77000046,1.070000052,0.600000024,1.25999999,0.370000005
362,44421,2919,155,0.828999996,0.029999999,0.47299999,0.074000001,0.003,0.016000001,0.044,0.002,0.028999999,2726,,0.90625,44421.90625,1.0,4.867124001,B,0.0,8/13/2021 0:00,20:20,19:56,21:46,3,0,10.5,637,3.0,210,2.5,1,2725,0.816999972,0.032000002,0.474000007,0.071999997,0.003,0.017000001,0.044,0.002,0.027000001,0.050000001,38.59999847,6.960000038,37.91999817,10.77000046,1.070000052,0.600000024,1.25999999,0.370000005
