pd_index,date_f1,CNUM,LNUM_f1,SI_f1,S_f1,MN_f1,P_f1,CU_f1,NI_f1,CR_f1,MO_f1,TI_f1,HM_Temp_f1,ProbeSi_f1,Time_f1,Timestamp_f1,Compliant_eq_1_f1,C_perce_sat_f1,Before_After_f1,Good_bad_f1,date,Slag_Time_f2,Open_Time_f2,Close_Time_f2,Taphole_f2,Pipe_burn_hole_f2,Taphole_Length_f2,Clay_box_f2,Clay_Close_hole_ft3_f2,Clay_temp_f2,Drill_bit_size_f2,Drill_shafts_used_f2,Cast_Avg_Temp_f2,Cast_Avg_Si_f2,Cast_Avg_S_f2,Cast_Avg_Mn_f2,Cast_Avg_P_f2,Cast_Avg_Cu_f2,Cast_Avg_Ni_f2,Cast_Avg_Cr_f2,Cast_Avg_Mo_f2,Cast_Avg_Ti_f2,Slag_Fe_f2,Slag_SiO2_f2,Slag_Al2O3_f2,Slag_CaO_f2,Slag_MgO_f2,Slag_S_f2,Slag_K2O_f2,Slag_B_SiO2_f2,Slag_TiO2_f2
2481,44482,3585,120,1.042999983,0.046,0.384000003,0.059,0.003,0.003,0.041999999,0.002,0.050000001,2766,,0.051388889,44482.05139,,4.853382005,A,0.0,10/13/2021 0:00,12:22,12:08,13:27,2,0,10.80000019,CT4,3.5,197,2.130000114,1,2740,1.054999948,0.048,0.381000012,0.059999999,0.003,0.003,0.041999999,0.002,0.052999999,0.189999998,38.45000076,10.07999992,36.59999847,10.27999973,1.039999962,0.409999996,1.220000029,0.610000014
2482,44482,3586,132,0.957000017,0.059,0.386999995,0.059999999,0.003,0.003,0.043000001,0.002,0.046,2708,,0.581944444,44482.58194,1.0,4.792355995,A,0.0,10/13/2021 0:00,13:32,13:30,15:35,1,0,10.69999981,778,5.300000191,151,2.119999886,1,2723,0.862999976,0.054000001,0.375999987,0.057999998,0.003,0.003,0.041999999,0.002,0.043000001,0.239999995,39.36000061,9.81000042,36.79999924,10.44999981,0.980000019,0.439999998,1.200000048,0.649999976
2483,44482,3586,194,0.869000018,0.056000002,0.370000005,0.057,0.003,0.003,0.041000001,0.002,0.041999999,2724,,0.608333333,44482.60833,1.0,4.844479994,A,0.0,10/13/2021 0:00,13:32,13:30,15:35,1,0,10.69999981,778,5.300000191,151,2.119999886,1,2723,0.862999976,0.054000001,0.375999987,0.057999998,0.003,0.003,0.041999999,0.002,0.043000001,0.239999995,39.36000061,9.81000042,36.79999924,10.44999981,0.980000019,0.439999998,1.200000048,0.649999976
2484,44482,3586,136,0.828999996,0.050000001,0.377999991,0.057,0.003,0.003,0.041999999,0.002,0.041999999,2733,,0.627083333,44482.62708,1.0,4.872354001,A,0.0,10/13/2021 0:00,13:32,13:30,15:35,1,0,10.69999981,778,5.300000191,151,2.119999886,1,2723,0.862999976,0.054000001,0.375999987,0.057999998,0.003,0.003,0.041999999,0.002,0.043000001,0.239999995,39.36000061,9.81000042,36.79999924,10.44999981,0.980000019,0.439999998,1.200000048,0.649999976
2485,44482,3586,193,0.796999991,0.050000001,0.368999988,0.057,0.003,0.003,0.041000001,0.002,0.039999999,2727,,0.650694444,44482.65069,1.0,4.871742002,A,0.0,10/13/2021 0:00,13:32,13:30,15:35,1,0,10.69999981,778,5.300000191,151,2.119999886,1,2723,0.862999976,0.054000001,0.375999987,0.057999998,0.003,0.003,0.041999999,0.002,0.043000001,0.239999995,39.36000061,9.81000042,36.79999924,10.44999981,0.980000019,0.439999998,1.200000048,0.649999976
2486,44482,3587,152,0.875,0.057,0.379999995,0.057,0.003,0.003,0.041000001,0.002,0.043000001,2714,,0.671527778,44482.67153,1.0,4.82708,A,0.0,10/13/2021 0:00,15:43,15:37,16:37,2,0,9.899999619,CT4,3.99000001,230,2.130000114,1,2730,0.879999995,0.052999999,0.375,0.057999998,0.003,0.003,0.041000001,0.002,0.044,0.170000002,39.0,10.27999973,36.99000168,10.59000015,1.059999943,0.409999996,1.220000029,0.600000024
2487,44482,3587,151,0.88499999,0.048,0.370999992,0.057999998,0.003,0.003,0.041000001,0.002,0.045000002,2746,,0.693055556,44482.69306,1.0,4.873258003,A,0.0,10/13/2021 0:00,15:43,15:37,16:37,2,0,9.899999619,CT4,3.99000001,230,2.130000114,1,2730,0.879999995,0.052999999,0.375,0.057999998,0.003,0.003,0.041000001,0.002,0.044,0.170000002,39.0,10.27999973,36.99000168,10.59000015,1.059999943,0.409999996,1.220000029,0.600000024
2488,44482,3588,190,1.136000037,0.035999998,0.428000003,0.057999998,0.003,0.003,0.041000001,0.002,0.059,2674,,0.718055556,44482.71806,,4.69904399,A,0.0,10/13/2021 0:00,16:55,16:38,19:51,1,0,10.0,REST,5.5,155,2.130000114,1,2719,1.105999947,0.037,0.421999991,0.057999998,0.003,0.003,0.041999999,0.002,0.059,0.25,39.65999985,10.14999962,36.79000092,10.43000031,0.959999979,0.460000008,1.190000057,0.660000026
2489,44482,3588,183,0.977999985,0.048999999,0.377000004,0.056000002,0.003,0.003,0.039999999,0.002,0.050000001,2728,,0.756944444,44482.75694,1.0,4.819156005,A,0.0,10/13/2021 0:00,16:55,16:38,19:51,1,0,10.0,REST,5.5,155,2.130000114,1,2719,1.105999947,0.037,0.421999991,0.057999998,0.003,0.003,0.041999999,0.002,0.059,0.25,39.65999985,10.14999962,36.79000092,10.43000031,0.959999979,0.460000008,1.190000057,0.660000026
2490,44482,3588,132,1.199000001,0.028999999,0.448000014,0.061999999,0.003,0.003,0.045000002,0.002,0.066,2743,,0.767361111,44482.76736,,4.779214001,A,0.0,10/13/2021 0:00,16:55,16:38,19:51,1,0,10.0,REST,5.5,155,2.130000114,1,2719,1.105999947,0.037,0.421999991,0.057999998,0.003,0.003,0.041999999,0.002,0.059,0.25,39.65999985,10.14999962,36.79000092,10.43000031,0.959999979,0.460000008,1.190000057,0.660000026
2491,44482,3588,146,1.111999989,0.035,0.433999985,0.057999998,0.003,0.003,0.043000001,0.002,0.059,2732,,0.811111111,44482.81111,,4.789292004,A,0.0,10/13/2021 0:00,16:55,16:38,19:51,1,0,10.0,REST,5.5,155,2.130000114,1,2719,1.105999947,0.037,0.421999991,0.057999998,0.003,0.003,0.041999999,0.002,0.059,0.25,39.65999985,10.14999962,36.79000092,10.43000031,0.959999979,0.460000008,1.190000057,0.660000026
2492,44482,3589,138,1.180999994,0.035,0.400000006,0.057,0.003,0.003,0.041999999,0.002,0.061000001,2753,,0.857638889,44482.85764,,4.798120002,A,0.0,10/13/2021 0:00,19:59,19:50,21:04,2,0,5.199999809,CT4,5.449999809,186,2.130000114,1,2753,1.180999994,0.035,0.400000006,0.057,0.003,0.003,0.041999999,0.002,0.061000001,0.170000002,38.90999985,10.31000042,37.18999863,10.57999992,1.059999943,0.409999996,1.230000019,0.600000024
2493,44482,3590,155,1.108999968,0.052999999,0.395000011,0.057999998,0.003,0.003,0.039999999,0.002,0.054000001,2761,,0.908333333,44482.90833,,4.823050011,A,0.0,10/13/2021 0:00,21:09,21:04,22:45,1,0,10.60000038,765,5.179999828,180,2.130000114,1,2758,1.039999962,0.045000002,0.398999989,0.056000002,0.003,0.003,0.039999999,0.002,0.052999999,0.230000004,35.13999939,10.73999977,36.74000168,9.569999695,0.829999983,0.25,1.320000052,0.600000024
2494,44482,3590,140,0.971000016,0.037999999,0.402999997,0.055,0.003,0.003,0.039999999,0.002,0.052000001,2755,,0.930555556,44482.93056,1.0,4.865333996,A,0.0,10/13/2021 0:00,21:09,21:04,22:45,1,0,10.60000038,765,5.179999828,180,2.130000114,1,2758,1.039999962,0.045000002,0.398999989,0.056000002,0.003,0.003,0.039999999,0.002,0.052999999,0.230000004,35.13999939,10.73999977,36.74000168,9.569999695,0.829999983,0.25,1.320000052,0.600000024
2495,44482,3591,180,0.822000027,0.044,0.398999989,0.057999998,0.003,0.003,0.041999999,0.002,0.041000001,2737,,0.027083333,44482.02708,1.0,4.882321992,A,0.0,10/13/2021 0:00,22:57,22:43,00:44,2,0,10.80000019,CT4,5.139999866,169,2.130000114,1,2756,1.09800005,0.037999999,0.395000011,0.057,0.003,0.003,0.039999999,0.002,0.056000002,0.150000006,33.84000015,11.11999989,37.04999924,9.869999886,1.0,0.189999998,1.389999986,0.50999999
2496,44482,3591,158,1.02699995,0.035999998,0.405000001,0.059,0.003,0.003,0.041000001,0.002,0.055,2723,,0.963194444,44482.96319,,4.801250016,A,0.0,10/13/2021 0:00,22:57,22:43,00:44,2,0,10.80000019,CT4,5.139999866,169,2.130000114,1,2756,1.09800005,0.037999999,0.395000011,0.057,0.003,0.003,0.039999999,0.002,0.056000002,0.150000006,33.84000015,11.11999989,37.04999924,9.869999886,1.0,0.189999998,1.389999986,0.50999999
2497,44482,3591,136,1.419999957,0.033,0.398000002,0.055,0.003,0.003,0.037999999,0.002,0.068999998,2775,,0.986805556,44482.98681,,4.756274014,A,0.0,10/13/2021 0:00,22:57,22:43,00:44,2,0,10.80000019,CT4,5.139999866,169,2.130000114,1,2756,1.09800005,0.037999999,0.395000011,0.057,0.003,0.003,0.039999999,0.002,0.056000002,0.150000006,33.84000015,11.11999989,37.04999924,9.869999886,1.0,0.189999998,1.389999986,0.50999999
2498,44482,3591,147,1.123999953,0.037999999,0.377999991,0.057,0.003,0.003,0.039000001,0.002,0.057,2789,,0.997222222,44482.99722,,4.865374015,A,0.0,10/13/2021 0:00,22:57,22:43,00:44,2,0,10.80000019,CT4,5.139999866,169,2.130000114,1,2756,1.09800005,0.037999999,0.395000011,0.057,0.003,0.003,0.039999999,0.002,0.056000002,0.150000006,33.84000015,11.11999989,37.04999924,9.869999886,1.0,0.189999998,1.389999986,0.50999999
2499,44483,3592,193,1.039000034,0.043000001,0.421000004,0.059999999,0.003,0.003,0.039999999,0.002,0.052000001,2712,,0.054166667,44483.05417,,4.779427989,A,0.0,10/14/2021 0:00,00:53,00:45,02:59,1,0,11.30000019,765,5.25,170,2.130000114,1,2737,0.926999986,0.046999998,0.395000011,0.057999998,0.003,0.003,0.039999999,0.002,0.045000002,0.180000007,35.49000168,10.35000038,36.13000107,9.520000458,0.800000012,0.340000004,1.289999962,0.620000005
2500,44483,3592,148,1.047000051,0.044,0.395999998,0.057999998,0.003,0.003,0.037,0.002,0.050000001,2743,,0.071527778,44483.07153,,4.820197985,A,0.0,10/14/2021 0:00,00:53,00:45,02:59,1,0,11.30000019,765,5.25,170,2.130000114,1,2737,0.926999986,0.046999998,0.395000011,0.057999998,0.003,0.003,0.039999999,0.002,0.045000002,0.180000007,35.49000168,10.35000038,36.13000107,9.520000458,0.800000012,0.340000004,1.289999962,0.620000005
2501,44483,3592,150,0.796999991,0.050999999,0.374000013,0.056000002,0.003,0.003,0.039999999,0.002,0.037,2752,,0.099305556,44483.09931,1.0,4.907792003,A,0.0,10/14/2021 0:00,00:53,00:45,02:59,1,0,11.30000019,765,5.25,170,2.130000114,1,2737,0.926999986,0.046999998,0.395000011,0.057999998,0.003,0.003,0.039999999,0.002,0.045000002,0.180000007,35.49000168,10.35000038,36.13000107,9.520000458,0.800000012,0.340000004,1.289999962,0.620000005
2502,44483,3592,194,0.823000014,0.048,0.388999999,0.057999998,0.003,0.003,0.041000001,0.002,0.039000001,2741,,0.11875,44483.11875,1.0,4.885271996,A,0.0,10/14/2021 0:00,00:53,00:45,02:59,1,0,11.30000019,765,5.25,170,2.130000114,1,2737,0.926999986,0.046999998,0.395000011,0.057999998,0.003,0.003,0.039999999,0.002,0.045000002,0.180000007,35.49000168,10.35000038,36.13000107,9.520000458,0.800000012,0.340000004,1.289999962,0.620000005
2503,44483,3593,120,0.950999975,0.059999999,0.377999991,0.057999998,0.003,0.003,0.041999999,0.002,0.043000001,2656,,0.155555556,44483.15556,1.0,4.719694009,A,0.0,10/14/2021 0:00,03:05,02:57,04:12,2,0,12.0,CT10,3.5,157,2.130000114,1,2656,0.950999975,0.059999999,0.377999991,0.057999998,0.003,0.003,0.041999999,0.002,0.043000001,0.119999997,34.20999908,10.14000034,35.84999847,9.119999886,0.860000014,0.340000004,1.320000052,0.600000024
2504,44483,3594,182,0.838,0.050000001,0.34799999,0.052999999,0.003,0.003,0.037999999,0.002,0.041999999,2736,,0.213888889,44483.21389,1.0,4.872614,A,0.0,10/14/2021 0:00,04:30,04:15,06:15,1,0,11.30000019,765,2.0,165,2.130000114,1,2693,0.843999982,0.048999999,0.331999987,0.055,0.007,0.004,0.037,0.003,0.035999998,0.180000007,35.79999924,10.53999996,36.04000092,9.479999542,0.810000002,0.360000014,1.269999981,0.620000005
2505,44483,3594,151,0.887000024,0.041999999,0.328999996,0.057,0.009,0.004,0.037,0.003,0.037999999,2708,,0.229166667,44483.22917,1.0,4.820221993,A,0.0,10/14/2021 0:00,04:30,04:15,06:15,1,0,11.30000019,765,2.0,165,2.130000114,1,2693,0.843999982,0.048999999,0.331999987,0.055,0.007,0.004,0.037,0.003,0.035999998,0.180000007,35.79999924,10.53999996,36.04000092,9.479999542,0.810000002,0.360000014,1.269999981,0.620000005
2506,44483,3594,192,0.808000028,0.055,0.319000006,0.056000002,0.009,0.004,0.037,0.003,0.027000001,2637,,0.260416667,44483.26042,1.0,4.736761991,A,0.0,10/14/2021 0:00,04:30,04:15,06:15,1,0,11.30000019,765,2.0,165,2.130000114,1,2693,0.843999982,0.048999999,0.331999987,0.055,0.007,0.004,0.037,0.003,0.035999998,0.180000007,35.79999924,10.53999996,36.04000092,9.479999542,0.810000002,0.360000014,1.269999981,0.620000005
2507,44483,3595,149,0.93900001,0.048,0.370000005,0.056000002,0.003,0.003,0.039000001,0.002,0.046999998,2508,,0.288194444,44483.28819,1.0,4.517909996,A,0.0,10/14/2021 0:00,06:53,06:30,08:29,2,7,12.0,CT10,3.00999999,100,2.130000114,2,2585,0.75,0.068999998,0.331999987,0.055,0.003,0.003,0.039000001,0.002,0.035999998,0.170000002,38.91999817,10.31000042,37.08000183,10.63000011,1.049999952,0.409999996,1.230000019,0.600000024
2508,44483,3595,163,0.611999989,0.082999997,0.308999985,0.056000002,0.003,0.003,0.039999999,0.002,0.029999999,2536,,0.294444444,44483.29444,1.0,4.642122004,A,0.0,10/14/2021 0:00,06:53,06:30,08:29,2,7,12.0,CT10,3.00999999,100,2.130000114,2,2585,0.75,0.068999998,0.331999987,0.055,0.003,0.003,0.039000001,0.002,0.035999998,0.170000002,38.91999817,10.31000042,37.08000183,10.63000011,1.049999952,0.409999996,1.230000019,0.600000024
2509,44483,3595,138,0.537,0.103,0.270000011,0.055,0.003,0.003,0.037999999,0.002,0.023,2637,,0.3375,44483.3375,,4.80053,A,0.0,10/14/2021 0:00,06:53,06:30,08:29,2,7,12.0,CT10,3.00999999,100,2.130000114,2,2585,0.75,0.068999998,0.331999987,0.055,0.003,0.003,0.039000001,0.002,0.035999998,0.170000002,38.91999817,10.31000042,37.08000183,10.63000011,1.049999952,0.409999996,1.230000019,0.600000024
2510,44483,3595,191,0.910000026,0.044,0.377999991,0.054000001,0.003,0.003,0.039000001,0.002,0.046,2661,,0.349305556,44483.34931,1.0,4.747833991,A,0.0,10/14/2021 0:00,06:53,06:30,08:29,2,7,12.0,CT10,3.00999999,100,2.130000114,2,2585,0.75,0.068999998,0.331999987,0.055,0.003,0.003,0.039000001,0.002,0.035999998,0.170000002,38.91999817,10.31000042,37.08000183,10.63000011,1.049999952,0.409999996,1.230000019,0.600000024
2511,44483,3596,190,0.981000006,0.050999999,0.372999996,0.057,0.003,0.003,0.039999999,0.002,0.046999998,2689,,0.359027778,44483.35903,1.0,4.760443998,A,0.0,10/14/2021 0:00,08:22,08:04,10:23,1,0,10.80000019,780,3.470000029,151,2.119999886,1,2697,0.925999999,0.039000001,0.368000001,0.059999999,0.007,0.004,0.039999999,0.003,0.046,0.389999986,39.43000031,10.14999962,35.83000183,10.01000023,0.870000005,0.560000002,1.159999967,0.709999979
2512,44483,3596,147,0.953000009,0.030999999,0.377000004,0.061999999,0.01,0.004,0.041000001,0.003,0.048,2695,,0.395833333,44483.39583,1.0,4.783295998,A,0.0,10/14/2021 0:00,08:22,08:04,10:23,1,0,10.80000019,780,3.470000029,151,2.119999886,1,2697,0.925999999,0.039000001,0.368000001,0.059999999,0.007,0.004,0.039999999,0.003,0.046,0.389999986,39.43000031,10.14999962,35.83000183,10.01000023,0.870000005,0.560000002,1.159999967,0.709999979
2513,44483,3596,121,0.842999995,0.034000002,0.354999989,0.061000001,0.009,0.004,0.039999999,0.003,0.041999999,2708,,0.410416667,44483.41042,1.0,4.83647,A,0.0,10/14/2021 0:00,08:22,08:04,10:23,1,0,10.80000019,780,3.470000029,151,2.119999886,1,2697,0.925999999,0.039000001,0.368000001,0.059999999,0.007,0.004,0.039999999,0.003,0.046,0.389999986,39.43000031,10.14999962,35.83000183,10.01000023,0.870000005,0.560000002,1.159999967,0.709999979
2514,44483,3597,152,0.769999981,0.044,0.326999992,0.063000001,0.009,0.004,0.039999999,0.003,0.035999998,2623,,0.454861111,44483.45486,1.0,4.730296005,A,0.0,10/14/2021 0:00,10:22,10:03,11:48,2,0,11.89999962,CT10,3.029999971,176,2.130000114,1,2655,0.746999979,0.044,0.333000004,0.061999999,0.009,0.004,0.039999999,0.003,0.035,0.209999993,39.09000015,10.15999985,35.93000031,10.27999973,1.019999981,0.5,1.179999948,0.620000005
2515,44483,3597,156,0.718999982,0.044,0.333000004,0.059999999,0.01,0.004,0.041000001,0.003,0.034000002,2651,,0.465972222,44483.46597,1.0,4.788384006,A,0.0,10/14/2021 0:00,10:22,10:03,11:48,2,0,11.89999962,CT10,3.029999971,176,2.130000114,1,2655,0.746999979,0.044,0.333000004,0.061999999,0.009,0.004,0.039999999,0.003,0.035,0.209999993,39.09000015,10.15999985,35.93000031,10.27999973,1.019999981,0.5,1.179999948,0.620000005
2516,44483,3597,159,0.751999974,0.045000002,0.340000004,0.061999999,0.009,0.004,0.039999999,0.003,0.035,2693,,0.492361111,44483.49236,1.0,4.836400008,A,0.0,10/14/2021 0:00,10:22,10:03,11:48,2,0,11.89999962,CT10,3.029999971,176,2.130000114,1,2655,0.746999979,0.044,0.333000004,0.061999999,0.009,0.004,0.039999999,0.003,0.035,0.209999993,39.09000015,10.15999985,35.93000031,10.27999973,1.019999981,0.5,1.179999948,0.620000005
2517,44483,3598,120,0.810000002,0.037999999,0.370000005,0.064999998,0.01,0.004,0.043000001,0.003,0.039000001,2661,,0.51875,44483.51875,1.0,4.777380001,A,0.0,10/14/2021 0:00,11:54,11:52,14:02,1,1,11.0,780,2.480000019,151,2.119999886,1,2690,0.986999989,0.039999999,0.388000011,0.064999998,0.006,0.004,0.041000001,0.003,0.071000002,0.300000012,39.09000015,10.05000019,36.13999939,10.05000019,0.879999995,0.49000001,1.179999948,0.699999988
2518,44483,3598,142,0.791000009,0.039000001,0.379999995,0.066,0.009,0.004,0.044,0.003,0.039000001,2682,,0.528472222,44483.52847,1.0,4.811089997,A,0.0,10/14/2021 0:00,11:54,11:52,14:02,1,1,11.0,780,2.480000019,151,2.119999886,1,2690,0.986999989,0.039999999,0.388000011,0.064999998,0.006,0.004,0.041000001,0.003,0.071000002,0.300000012,39.09000015,10.05000019,36.13999939,10.05000019,0.879999995,0.49000001,1.179999948,0.699999988
2519,44483,3598,144,1.236999989,0.037999999,0.398000002,0.063000001,0.003,0.003,0.037,0.002,0.108999997,2707,,0.563888889,44483.56389,,4.710704004,A,0.0,10/14/2021 0:00,11:54,11:52,14:02,1,1,11.0,780,2.480000019,151,2.119999886,1,2690,0.986999989,0.039999999,0.388000011,0.064999998,0.006,0.004,0.041000001,0.003,0.071000002,0.300000012,39.09000015,10.05000019,36.13999939,10.05000019,0.879999995,0.49000001,1.179999948,0.699999988
2520,44483,3598,150,1.110999942,0.045000002,0.40200001,0.064000003,0.003,0.003,0.037999999,0.002,0.096000001,2711,,0.583333333,44483.58333,,4.751886017,A,0.0,10/14/2021 0:00,11:54,11:52,14:02,1,1,11.0,780,2.480000019,151,2.119999886,1,2690,0.986999989,0.039999999,0.388000011,0.064999998,0.006,0.004,0.041000001,0.003,0.071000002,0.300000012,39.09000015,10.05000019,36.13999939,10.05000019,0.879999995,0.49000001,1.179999948,0.699999988
2521,44483,3599,139,1.404000044,0.035999998,0.430999994,0.066,0.003,0.003,0.039000001,0.002,0.125,2681,,0.595833333,44483.59583,,4.623687987,A,0.0,10/14/2021 0:00,14:18,13:55,16:15,2,0,11.89999962,CT10,0.0,129,2.130000114,1,2727,1.338999987,0.043000001,0.414000005,0.064000003,0.003,0.003,0.037999999,0.002,0.116999999,0.99000001,39.11000061,10.73999977,38.24000168,10.92000008,1.120000005,0.330000013,1.25999999,0.550000012
2522,44483,3599,190,1.254999995,0.054000001,0.388000011,0.063000001,0.003,0.003,0.037,0.002,0.108000003,2738,,0.627777778,44483.62778,,4.742134001,A,0.0,10/14/2021 0:00,14:18,13:55,16:15,2,0,11.89999962,CT10,0.0,129,2.130000114,1,2727,1.338999987,0.043000001,0.414000005,0.064000003,0.003,0.003,0.037999999,0.002,0.116999999,0.99000001,39.11000061,10.73999977,38.24000168,10.92000008,1.120000005,0.330000013,1.25999999,0.550000012
2523,44483,3599,138,1.358999968,0.037999999,0.423000008,0.064000003,0.003,0.003,0.037,0.002,0.118000001,2762,,0.652777778,44483.65278,,4.75292401,A,0.0,10/14/2021 0:00,14:18,13:55,16:15,2,0,11.89999962,CT10,0.0,129,2.130000114,1,2727,1.338999987,0.043000001,0.414000005,0.064000003,0.003,0.003,0.037999999,0.002,0.116999999,0.99000001,39.11000061,10.73999977,38.24000168,10.92000008,1.120000005,0.330000013,1.25999999,0.550000012
2524,44483,3600,154,1.370000005,0.039999999,0.421999991,0.063000001,0.003,0.003,0.035999998,0.002,0.122000001,2732,,0.7125,44483.7125,,4.705325998,A,0.0,10/14/2021 0:00,16:00,15:58,17:43,1,0,11.0,780,2.5,150,2.119999886,1,2722,1.373000026,0.037999999,0.423999995,0.063000001,0.003,0.003,0.035999998,0.002,0.122000001,0.25,38.59999847,10.23999977,37.09000015,10.28999996,1.0,0.330000013,1.230000019,0.620000005
2525,44483,3600,194,1.376000047,0.037,0.426999986,0.061999999,0.003,0.003,0.035,0.002,0.120999999,2712,,0.738194444,44483.73819,,4.676865985,A,0.0,10/14/2021 0:00,16:00,15:58,17:43,1,0,11.0,780,2.5,150,2.119999886,1,2722,1.373000026,0.037999999,0.423999995,0.063000001,0.003,0.003,0.035999998,0.002,0.122000001,0.25,38.59999847,10.23999977,37.09000015,10.28999996,1.0,0.330000013,1.230000019,0.620000005
2526,44483,3601,158,1.340999961,0.037,0.400000006,0.061999999,0.003,0.003,0.035,0.002,0.112999998,2782,,0.756944444,44483.75694,,4.787190012,A,0.0,10/14/2021 0:00,17:38,17:33,18:44,2,0,11.10000038,CT10,3.00999999,178,2.130000114,1,2778,1.411999941,0.037,0.398000002,0.059999999,0.003,0.003,0.034000002,0.002,0.119000003,0.209999993,40.31999969,10.64000034,36.81999969,10.75,0.99000001,0.460000008,1.179999948,0.670000017
2527,44483,3601,138,1.48300004,0.037,0.395000011,0.059,0.003,0.003,0.033,0.002,0.125,2775,,0.773611111,44483.77361,,4.733739988,A,0.0,10/14/2021 0:00,17:38,17:33,18:44,2,0,11.10000038,CT10,3.00999999,178,2.130000114,1,2778,1.411999941,0.037,0.398000002,0.059999999,0.003,0.003,0.034000002,0.002,0.119000003,0.209999993,40.31999969,10.64000034,36.81999969,10.75,0.99000001,0.460000008,1.179999948,0.670000017
2528,44483,3602,142,1.404000044,0.043000001,0.409999996,0.061999999,0.003,0.003,0.033,0.002,0.115999997,2734,,0.809027778,44483.80903,,4.696149986,A,0.0,10/14/2021 0:00,19:05,18:49,21:34,1,0,11.19999981,780,2.5,170,2.130000114,1,2763,1.363000035,0.035999998,0.423000008,0.061999999,0.003,0.003,0.034000002,0.002,0.119000003,0.280000001,39.31999969,10.38000011,36.56999969,10.39999962,0.959999979,0.389999986,1.190000057,0.629999995
2529,44483,3602,153,1.406000018,0.034000002,0.421000004,0.061999999,0.003,0.003,0.034000002,0.002,0.126000002,2774,,0.83125,44483.83125,,4.755977994,A,0.0,10/14/2021 0:00,19:05,18:49,21:34,1,0,11.19999981,780,2.5,170,2.130000114,1,2763,1.363000035,0.035999998,0.423000008,0.061999999,0.003,0.003,0.034000002,0.002,0.119000003,0.280000001,39.31999969,10.38000011,36.56999969,10.39999962,0.959999979,0.389999986,1.190000057,0.629999995
2530,44483,3602,121,1.348999977,0.032000002,0.43599999,0.061999999,0.003,0.003,0.035,0.002,0.119000003,2772,,0.866666667,44483.86667,,4.772298007,A,0.0,10/14/2021 0:00,19:05,18:49,21:34,1,0,11.19999981,780,2.5,170,2.130000114,1,2763,1.363000035,0.035999998,0.423000008,0.061999999,0.003,0.003,0.034000002,0.002,0.119000003,0.280000001,39.31999969,10.38000011,36.56999969,10.39999962,0.959999979,0.389999986,1.190000057,0.629999995
2531,44483,3602,147,1.292000055,0.033,0.423999995,0.063000001,0.003,0.003,0.035,0.002,0.112999998,2773,,0.875694444,44483.87569,,4.791471982,A,0.0,10/14/2021 0:00,19:05,18:49,21:34,1,0,11.19999981,780,2.5,170,2.130000114,1,2763,1.363000035,0.035999998,0.423000008,0.061999999,0.003,0.003,0.034000002,0.002,0.119000003,0.280000001,39.31999969,10.38000011,36.56999969,10.39999962,0.959999979,0.389999986,1.190000057,0.629999995
2532,44483,3603,120,1.312999964,0.039999999,0.400999993,0.063000001,0.003,0.003,0.034000002,0.002,0.101999998,2766,,0.932638889,44483.93264,,4.771238011,A,0.0,10/14/2021 0:00,21:39,21:32,22:40,2,0,9.199999809,CT5,4.099999905,158,2.130000114,1,2759,1.217000008,0.041999999,0.400000006,0.061999999,0.003,0.003,0.035,0.002,0.094999999,0.400000006,36.34000015,11.81000042,34.95999908,8.779999733,0.670000017,0.419999987,1.200000048,0.709999979
2533,44483,3603,136,1.121999979,0.044,0.398999989,0.061000001,0.003,0.003,0.035999998,0.002,0.088,2753,,0.942361111,44483.94236,,4.811462006,A,0.0,10/14/2021 0:00,21:39,21:32,22:40,2,0,9.199999809,CT5,4.099999905,158,2.130000114,1,2759,1.217000008,0.041999999,0.400000006,0.061999999,0.003,0.003,0.035,0.002,0.094999999,0.400000006,36.34000015,11.81000042,34.95999908,8.779999733,0.670000017,0.419999987,1.200000048,0.709999979
2534,44483,3604,154,1.325000048,0.030999999,0.462000012,0.064000003,0.003,0.003,0.037999999,0.002,0.120999999,2711,,0.994444444,44483.99444,,4.692825985,A,0.0,10/14/2021 0:00,23:39,23:05,00:05,2,0,10.60000038,CT5,4.070000172,186,2.0,2,2711,1.325000048,0.030999999,0.462000012,0.064000003,0.003,0.003,0.037999999,0.002,0.120999999,0.0,33.86999893,12.96000004,36.77000046,9.31000042,0.980000019,0.159999996,1.360000014,0.50999999
2535,44483,3605,132,1.0,0.052000001,0.397000015,0.063000001,0.003,0.003,0.037,0.002,0.081,2681,,0.020833333,44483.02083,1.0,4.742566,A,0.0,10/14/2021 0:00,23:51,23:15,01:15,1,4,12.0,780,3.0,170,2.130000114,1,2683,1.052999973,0.054000001,0.38499999,0.064000003,0.003,0.003,0.035999998,0.002,0.083999999,0.170000002,36.40000153,11.97999954,35.65000153,8.989999771,0.779999971,0.360000014,1.230000019,0.649999976
2536,44483,3605,155,1.054999948,0.050999999,0.398999989,0.064000003,0.003,0.003,0.035,0.002,0.079999998,2682,,0.041666667,44483.04167,,4.725642015,A,0.0,10/14/2021 0:00,23:51,23:15,01:15,1,4,12.0,780,3.0,170,2.130000114,1,2683,1.052999973,0.054000001,0.38499999,0.064000003,0.003,0.003,0.035999998,0.002,0.083999999,0.170000002,36.40000153,11.97999954,35.65000153,8.989999771,0.779999971,0.360000014,1.230000019,0.649999976
